txn_id,order_id,operation_type,status,psp,psp_reference,sku,country,currency,amount_local,fx_rate_applied,fx_date_applied,amount_usd,created_at_utc,captured_at_utc
TXN-103064,ORD-503064,SALE,settled,paypal_eu,EPDEAWGVWSZ5K22VW,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T11:14:45Z,2026-06-15T12:01:45Z
TXN-101430,ORD-501430,SALE,settled,paypal_us,FH41MZMAM4Y1YJU3J,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T11:17:21Z,2026-06-15T11:39:21Z
TXN-104645,ORD-504645,SALE,settled,adyen,8620000000000695,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T11:20:34Z,2026-06-15T12:02:34Z
TXN-105454,ORD-505454,SALE,settled,adyen,8620000000001504,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T11:27:04Z,2026-06-15T12:11:04Z
TXN-104481,ORD-504481,SALE,settled,adyen,8620000000000531,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T11:31:11Z,2026-06-15T12:09:11Z
TXN-107794,ORD-500704,REFUND,settled,paypal_us,9HCPV0WK1CH7FAYXN,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T11:31:18Z,2026-06-15T11:31:18Z
TXN-106787,ORD-506787,SALE,settled,dlocal,DL-90001092,sub_quarterly,CO,COP,79900.00,0.000245,2026-06-15,19.58,2026-06-15T11:35:22Z,2026-06-15T13:07:22Z
TXN-103163,ORD-503163,SALE,settled,paypal_eu,XGBXH2B4QB1DCBDV0,sub_monthly,GB,GBP,8.99,1.291251,2026-06-15,11.61,2026-06-15T11:41:24Z,2026-06-15T13:15:24Z
TXN-100171,ORD-500171,SALE,settled,paypal_us,KCTR18HAN4A5WKGGF,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T11:42:28Z,2026-06-15T12:43:28Z
TXN-103780,ORD-503780,SALE,settled,paypal_eu,LQT7DJ1TSY5JQMNY3,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T11:44:30Z,2026-06-15T13:19:30Z
TXN-103337,ORD-503337,SALE,declined,paypal_eu,A5SGM5CXFDM4PS928,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T11:44:42Z,
TXN-102671,ORD-502671,SALE,settled,paypal_eu,UJJGXK063PBYMYR0C,sub_quarterly,IT,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T11:44:53Z,2026-06-15T11:59:53Z
TXN-105369,ORD-505369,SALE,settled,adyen,8620000000001419,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T11:49:07Z,2026-06-15T12:44:07Z
TXN-101207,ORD-501207,SALE,settled,paypal_us,86YLA21AT9Z9Y0JQB,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T11:53:11Z,2026-06-15T12:46:11Z
TXN-103294,ORD-503294,SALE,settled,paypal_eu,XDXZT2DDGMNA2YKSE,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T11:53:32Z,2026-06-15T13:26:32Z
TXN-106044,ORD-506044,SALE,settled,dlocal,DL-90000349,sub_monthly,CL,CLP,6990,0.001061,2026-06-15,7.42,2026-06-15T12:01:31Z,2026-06-15T12:52:31Z
TXN-105587,ORD-505587,SALE,settled,adyen,8620000000001637,sub_monthly,GB,GBP,8.99,1.291251,2026-06-15,11.61,2026-06-15T12:10:53Z,2026-06-15T13:03:53Z
TXN-106263,ORD-506263,SALE,settled,dlocal,DL-90000568,sub_monthly,CO,COP,29900.00,0.000245,2026-06-15,7.33,2026-06-15T12:11:46Z,2026-06-15T13:16:46Z
TXN-100334,ORD-500334,SALE,settled,paypal_us,G5VD759G8VYV4RSQP,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T12:15:01Z,2026-06-15T12:44:01Z
TXN-103235,ORD-503235,SALE,settled,paypal_eu,4RL743HBURYV7YN7L,sub_annual,GB,GBP,54.99,1.291251,2026-06-15,71.01,2026-06-15T12:16:48Z,2026-06-15T13:50:48Z
TXN-106311,ORD-506311,SALE,settled,dlocal,DL-90000616,sub_quarterly,CO,COP,79900.00,0.000245,2026-06-15,19.58,2026-06-15T12:20:59Z,2026-06-15T13:51:59Z
TXN-104365,ORD-504365,SALE,settled,adyen,8620000000000415,sub_monthly,NL,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T12:25:25Z,2026-06-15T13:51:25Z
TXN-106813,ORD-506813,SALE,declined,dlocal,DL-90001118,sub_annual,CL,CLP,44990,0.001061,2026-06-15,47.73,2026-06-15T12:25:54Z,
TXN-102196,ORD-502196,SALE,settled,paypal_eu,A8ME9YFXGFG7Z99VX,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T12:26:39Z,2026-06-15T12:31:39Z
TXN-103347,ORD-503347,SALE,settled,paypal_eu,AZY7E986CAMNNQ63R,sub_quarterly,FR,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T12:34:19Z,2026-06-15T13:27:19Z
TXN-106220,ORD-506220,SALE,settled,dlocal,DL-90000525,sub_monthly,BR,BRL,34.90,0.185005,2026-06-15,6.46,2026-06-15T12:40:16Z,2026-06-15T13:57:16Z
TXN-100991,ORD-500991,SALE,settled,paypal_us,G4A99CNRE5AMT7UHU,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T12:40:27Z,2026-06-15T13:19:27Z
TXN-105880,ORD-505880,SALE,settled,dlocal,DL-90000185,sub_monthly,MX,MXN,129.00,0.055169,2026-06-15,7.12,2026-06-15T12:41:42Z,2026-06-15T13:05:42Z
TXN-104559,ORD-504559,SALE,settled,adyen,8620000000000609,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T12:42:22Z,2026-06-15T13:46:22Z
TXN-106114,ORD-506114,SALE,settled,dlocal,DL-90000419,coach_addon,BR,BRL,16.90,0.185005,2026-06-15,3.13,2026-06-15T12:42:23Z,2026-06-15T14:32:23Z
TXN-102249,ORD-502249,SALE,declined,paypal_eu,N21ZBQYQ7HUYGW5V3,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T12:47:38Z,
TXN-105467,ORD-505467,SALE,settled,adyen,8620000000001517,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T12:52:11Z,2026-06-15T14:32:11Z
TXN-104756,ORD-504756,SALE,settled,adyen,8620000000000806,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T12:55:09Z,2026-06-15T14:23:09Z
TXN-103329,ORD-503329,SALE,settled,paypal_eu,LF49M2JJAGN93LVWY,sub_quarterly,GB,GBP,21.99,1.291251,2026-06-15,28.39,2026-06-15T12:56:18Z,2026-06-15T13:37:18Z
TXN-101420,ORD-501420,SALE,settled,paypal_us,WSPDVUZG0N5XTD3V2,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T12:58:12Z,2026-06-15T14:03:12Z
TXN-102567,ORD-502567,SALE,settled,paypal_eu,DBNZ0EW7DZ28CCPSE,sub_monthly,ES,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T12:58:24Z,2026-06-15T14:36:24Z
TXN-105541,ORD-505541,SALE,settled,adyen,8620000000001591,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T13:03:23Z,2026-06-15T13:33:23Z
TXN-103824,ORD-503824,SALE,settled,paypal_eu,6ZESEVKXDG5PES9Y2,sub_monthly,GB,GBP,8.99,1.291251,2026-06-15,11.61,2026-06-15T13:06:23Z,2026-06-15T13:42:23Z
TXN-100075,ORD-500075,SALE,settled,paypal_us,KKHQ2SGQ61USCRZ7B,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T13:07:12Z,2026-06-15T13:26:12Z
TXN-107018,ORD-507018,SALE,settled,google_play,,coach_addon,DE,EUR,4.99,1.085150,2026-06-15,5.41,2026-06-15T13:08:17Z,2026-06-15T14:35:17Z
TXN-107343,ORD-507343,SALE,settled,google_play,,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T13:09:55Z,2026-06-15T14:39:55Z
TXN-105515,ORD-505515,SALE,settled,adyen,8620000000001565,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T13:12:03Z,2026-06-15T14:26:03Z
TXN-101875,ORD-501875,SALE,settled,paypal_us,0QR49Z48QCFDXJ0RF,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T13:13:19Z,2026-06-15T13:46:19Z
TXN-105907,ORD-505907,SALE,settled,dlocal,DL-90000212,sub_annual,AR,ARS,39999.00,0.000837,2026-06-15,33.48,2026-06-15T13:23:30Z,2026-06-15T14:18:30Z
TXN-104890,ORD-504890,SALE,settled,adyen,8620000000000940,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T13:24:44Z,2026-06-15T14:03:44Z
TXN-104202,ORD-504202,SALE,settled,adyen,8620000000000252,sub_annual,US,USD,59.99,1.000000,2026-06-15,59.99,2026-06-15T13:31:45Z,2026-06-15T15:07:45Z
TXN-101530,ORD-501530,SALE,settled,paypal_us,PTYUEWHAKF19CDW8H,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T13:35:22Z,2026-06-15T15:01:22Z
TXN-104910,ORD-504910,SALE,settled,adyen,8620000000000960,coach_addon,NL,EUR,4.99,1.085150,2026-06-15,5.41,2026-06-15T13:36:20Z,2026-06-15T14:04:20Z
TXN-103609,ORD-503609,SALE,settled,paypal_eu,35ZB8LWW5JENTGKNY,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T13:44:53Z,2026-06-15T15:01:53Z
TXN-101621,ORD-501621,SALE,settled,paypal_us,45CZ2BXZR1ZNBLL9A,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T13:53:45Z,2026-06-15T14:49:45Z
TXN-103297,ORD-503297,SALE,settled,paypal_eu,EHS7CTMJJ1Y0GZSY1,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T13:57:25Z,2026-06-15T14:11:25Z
TXN-106605,ORD-506605,SALE,settled,dlocal,DL-90000910,sub_monthly,CL,CLP,6990,0.001061,2026-06-15,7.42,2026-06-15T13:58:00Z,2026-06-15T14:39:00Z
TXN-101971,ORD-501971,SALE,settled,paypal_us,Y1LBQLCMW3K6DLAYG,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:01:11Z,2026-06-15T14:43:11Z
TXN-103527,ORD-503527,SALE,settled,paypal_eu,BQ6M3PBQN1UWFGQBA,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T14:04:44Z,2026-06-15T14:32:44Z
TXN-100089,ORD-500089,SALE,settled,paypal_us,3ECDPHCU2MW2PRY94,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T14:06:20Z,2026-06-15T14:43:20Z
TXN-100307,ORD-500307,SALE,settled,paypal_us,65C7HL70JQVP4WCH3,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:07:27Z,2026-06-15T14:39:27Z
TXN-103790,ORD-503790,SALE,settled,paypal_eu,FE2E773E96H67KV00,sub_monthly,IT,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T14:09:00Z,2026-06-15T14:31:00Z
TXN-100420,ORD-500420,SALE,settled,paypal_us,JC3XR16XEJ6MVV08T,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:10:14Z,2026-06-15T14:20:14Z
TXN-102029,ORD-502029,SALE,settled,paypal_us,69MPX7Z27JB4TWK4Y,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:10:18Z,2026-06-15T14:59:18Z
TXN-102458,ORD-502458,SALE,settled,paypal_eu,JYLKQL5J4YCFXFNEQ,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T14:13:16Z,2026-06-15T15:40:16Z
TXN-104475,ORD-504475,SALE,settled,adyen,8620000000000525,sub_monthly,GB,GBP,8.99,1.291251,2026-06-15,11.61,2026-06-15T14:15:08Z,2026-06-15T14:53:08Z
TXN-105263,ORD-505263,SALE,settled,adyen,8620000000001313,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T14:18:16Z,2026-06-15T15:54:16Z
TXN-105791,ORD-505791,SALE,settled,dlocal,DL-90000096,sub_quarterly,MX,MXN,329.00,0.055169,2026-06-15,18.15,2026-06-15T14:20:09Z,2026-06-15T15:29:09Z
TXN-106034,ORD-506034,SALE,settled,dlocal,DL-90000339,sub_quarterly,MX,MXN,329.00,0.055169,2026-06-15,18.15,2026-06-15T14:22:41Z,2026-06-15T15:24:41Z
TXN-105040,ORD-505040,SALE,settled,adyen,8620000000001090,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T14:26:22Z,2026-06-15T14:47:22Z
TXN-103534,ORD-503534,SALE,declined,paypal_eu,URNXC2ZMU0JFX7NQ9,sub_annual,GB,GBP,54.99,1.291251,2026-06-15,71.01,2026-06-15T14:27:22Z,
TXN-100483,ORD-500483,SALE,settled,paypal_us,PHA8X3SS7RE96PSBJ,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:27:40Z,2026-06-15T15:51:40Z
TXN-107482,ORD-507482,SALE,settled,google_play,,sub_annual,US,USD,59.99,1.000000,2026-06-15,59.99,2026-06-15T14:28:40Z,2026-06-15T15:14:40Z
TXN-100258,ORD-500258,SALE,settled,paypal_us,N04G8BZ4M9BGDYGJH,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T14:29:01Z,2026-06-15T15:49:01Z
TXN-105995,ORD-505995,SALE,settled,dlocal,DL-90000300,sub_monthly,BR,BRL,34.90,0.185005,2026-06-15,6.46,2026-06-15T14:33:20Z,2026-06-15T15:04:20Z
TXN-100133,ORD-500133,SALE,settled,paypal_us,UAKJ0WXNZ77V8AESP,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T14:35:21Z,2026-06-15T15:52:21Z
TXN-100968,ORD-500968,SALE,settled,paypal_us,LG0ZFNXHAY801MEF2,sub_annual,US,USD,59.99,1.000000,2026-06-15,59.99,2026-06-15T14:40:47Z,2026-06-15T14:46:47Z
TXN-101428,ORD-501428,SALE,settled,paypal_us,ERGBJ824DK4TNRVG6,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:45:58Z,2026-06-15T14:50:58Z
TXN-105291,ORD-505291,SALE,settled,adyen,8620000000001341,sub_quarterly,NL,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T14:46:25Z,2026-06-15T16:18:25Z
TXN-101613,ORD-501613,SALE,settled,paypal_us,9RZ616044TJLV5THP,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T14:51:29Z,2026-06-15T16:09:29Z
TXN-100857,ORD-500857,SALE,declined,paypal_us,6L9TR41K3V1JNM4J0,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T14:53:34Z,
TXN-107884,ORD-504513,REFUND,settled,adyen,8620000000001757,coach_addon,FR,EUR,2.50,1.085150,2026-06-15,2.71,2026-06-15T14:57:54Z,2026-06-15T14:57:54Z
TXN-105608,ORD-505608,SALE,settled,adyen,8620000000001658,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T15:04:25Z,2026-06-15T15:56:25Z
TXN-103128,ORD-503128,SALE,settled,paypal_eu,DHZ325SX9W1WN8U36,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T15:13:30Z,2026-06-15T16:18:30Z
TXN-105629,ORD-505629,SALE,settled,adyen,8620000000001679,sub_annual,US,USD,59.99,1.000000,2026-06-15,59.99,2026-06-15T15:20:02Z,2026-06-15T15:26:02Z
TXN-100442,ORD-500442,SALE,settled,paypal_us,13GCNYR7TFDPKZPD4,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T15:25:32Z,2026-06-15T16:29:32Z
TXN-102907,ORD-502907,SALE,settled,paypal_eu,SRLJ5HPRSEVHEATWB,sub_quarterly,FR,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T15:25:39Z,2026-06-15T15:53:39Z
TXN-104338,ORD-504338,SALE,settled,adyen,8620000000000388,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T15:27:16Z,2026-06-15T15:33:16Z
TXN-100966,ORD-500966,SALE,settled,paypal_us,5Q8F0DZ88F9EUCY8G,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T15:30:35Z,2026-06-15T16:10:35Z
TXN-107199,ORD-507199,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T15:31:55Z,2026-06-15T15:48:55Z
TXN-101617,ORD-501617,SALE,settled,paypal_us,NCVW4MSNN03TJ44WE,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T15:34:47Z,2026-06-15T17:04:47Z
TXN-104121,ORD-504121,SALE,settled,adyen,8620000000000171,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T15:35:38Z,2026-06-15T16:57:38Z
TXN-103005,ORD-503005,SALE,settled,paypal_eu,AE96SPEKGK8EWKM5J,sub_monthly,IT,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T15:37:14Z,2026-06-15T17:01:14Z
TXN-107704,ORD-507704,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T15:50:30Z,2026-06-15T17:28:30Z
TXN-102369,ORD-502369,SALE,settled,paypal_eu,PWG3YNLF3KHC4V9W8,sub_monthly,ES,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T15:51:58Z,2026-06-15T17:25:58Z
TXN-101348,ORD-501348,SALE,settled,paypal_us,75JGWB49VWHXNFHH4,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T15:53:18Z,2026-06-15T16:28:18Z
TXN-107484,ORD-507484,SALE,settled,google_play,,sub_annual,BR,BRL,199.90,0.185005,2026-06-15,36.98,2026-06-15T15:54:23Z,2026-06-15T16:30:23Z
TXN-102488,ORD-502488,SALE,settled,paypal_eu,4N2HP27M81HSM3JTL,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T15:59:07Z,2026-06-15T17:31:07Z
TXN-101157,ORD-501157,SALE,settled,paypal_us,5DSKQXAQBJ4CX4HV8,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T16:02:34Z,2026-06-15T16:45:34Z
TXN-101998,ORD-501998,SALE,settled,paypal_us,1F9UKWBC252K1W6GS,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T16:03:25Z,2026-06-15T16:44:25Z
TXN-103998,ORD-503998,SALE,settled,adyen,8620000000000048,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T16:03:31Z,2026-06-15T16:36:31Z
TXN-103089,ORD-503089,SALE,settled,paypal_eu,N3LV0TC1Q5NBZRW1E,sub_monthly,IT,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T16:05:33Z,2026-06-15T16:55:33Z
TXN-101280,ORD-501280,SALE,settled,paypal_us,4SWSSCX272X47TH86,coach_addon,US,USD,4.99,1.000000,2026-06-15,4.99,2026-06-15T16:11:50Z,2026-06-15T17:54:50Z
TXN-106039,ORD-506039,SALE,settled,dlocal,DL-90000344,sub_quarterly,BR,BRL,89.90,0.185005,2026-06-15,16.63,2026-06-15T16:12:08Z,2026-06-15T17:53:08Z
TXN-102036,ORD-502036,SALE,settled,paypal_us,K6UXNW1VKB4P3JPXN,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T16:15:08Z,2026-06-15T16:26:08Z
TXN-107521,ORD-507521,SALE,settled,google_play,,coach_addon,DE,EUR,4.99,1.085150,2026-06-15,5.41,2026-06-15T16:15:14Z,2026-06-15T16:28:14Z
TXN-105355,ORD-505355,SALE,settled,adyen,8620000000001405,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T16:15:39Z,2026-06-15T16:46:39Z
TXN-105451,ORD-505451,SALE,settled,adyen,8620000000001501,coach_addon,GB,GBP,4.49,1.291251,2026-06-15,5.80,2026-06-15T16:15:45Z,2026-06-15T17:09:45Z
TXN-106625,ORD-506625,SALE,declined,dlocal,DL-90000930,coach_addon,BR,BRL,16.90,0.185005,2026-06-15,3.13,2026-06-15T16:17:08Z,
TXN-103502,ORD-503502,SALE,settled,paypal_eu,HAP1UJF1FTHPZNM6T,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T16:18:45Z,2026-06-15T17:52:45Z
TXN-100391,ORD-500391,SALE,settled,paypal_us,QD1NK943MGB1Y4NSU,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T16:21:07Z,2026-06-15T16:54:07Z
TXN-100828,ORD-500828,SALE,settled,paypal_us,1NXE65EL6HBTVE0KR,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T16:26:57Z,2026-06-15T18:04:57Z
TXN-105626,ORD-505626,SALE,settled,adyen,8620000000001676,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T16:30:33Z,2026-06-15T16:38:33Z
TXN-103113,ORD-503113,SALE,settled,paypal_eu,PCQ6T352HEQFW8MUL,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T16:43:36Z,2026-06-15T18:28:36Z
TXN-103172,ORD-503172,SALE,settled,paypal_eu,2R7QY25ZX0APM4G0D,coach_addon,DE,EUR,4.99,1.085150,2026-06-15,5.41,2026-06-15T16:57:23Z,2026-06-15T18:39:23Z
TXN-101792,ORD-501792,SALE,settled,paypal_us,9XPZFD1JJE1J27SJT,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T16:58:18Z,2026-06-15T17:19:18Z
TXN-105562,ORD-505562,SALE,settled,adyen,8620000000001612,sub_monthly,GB,GBP,8.99,1.291251,2026-06-15,11.61,2026-06-15T17:01:44Z,2026-06-15T17:19:44Z
TXN-103653,ORD-503653,SALE,settled,paypal_eu,FS863C15G7WXHXAZ8,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T17:05:35Z,2026-06-15T17:57:35Z
TXN-107938,ORD-507363,REFUND,settled,google_play,,sub_monthly,DE,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T17:11:03Z,2026-06-15T17:11:03Z
TXN-101673,ORD-501673,SALE,settled,paypal_us,BVLYE3FPRSNTXZV8N,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T17:13:31Z,2026-06-15T18:48:31Z
TXN-103091,ORD-503091,SALE,settled,paypal_eu,KV142HRFRH539GWCQ,sub_monthly,ES,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T17:16:10Z,2026-06-15T17:42:10Z
TXN-106308,ORD-506308,SALE,settled,dlocal,DL-90000613,coach_addon,BR,BRL,16.90,0.185005,2026-06-15,3.13,2026-06-15T17:17:20Z,2026-06-15T18:34:20Z
TXN-105288,ORD-505288,SALE,settled,adyen,8620000000001338,sub_annual,DE,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T17:17:38Z,2026-06-15T18:31:38Z
TXN-104228,ORD-504228,SALE,settled,adyen,8620000000000278,sub_monthly,FR,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T17:18:29Z,2026-06-15T18:29:29Z
TXN-107509,ORD-507509,SALE,settled,google_play,,sub_annual,GB,GBP,54.99,1.291251,2026-06-15,71.01,2026-06-15T17:18:45Z,2026-06-15T18:13:45Z
TXN-104501,ORD-504501,SALE,settled,adyen,8620000000000551,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T17:20:45Z,2026-06-15T19:05:45Z
TXN-100986,ORD-500986,SALE,settled,paypal_us,7NYC16852MALCDZ15,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T17:21:18Z,2026-06-15T17:45:18Z
TXN-101864,ORD-501864,SALE,settled,paypal_us,GHBM1HWA8AHTVA61X,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T17:28:08Z,2026-06-15T17:52:08Z
TXN-107684,ORD-507684,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T17:33:51Z,2026-06-15T18:45:51Z
TXN-107506,ORD-507506,SALE,settled,google_play,,sub_quarterly,US,USD,24.99,1.000000,2026-06-15,24.99,2026-06-15T17:38:41Z,2026-06-15T18:59:41Z
TXN-102746,ORD-502746,SALE,declined,paypal_eu,EU6EFH17NAGTKS3WR,sub_monthly,IT,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T17:46:21Z,
TXN-107163,ORD-507163,SALE,settled,google_play,,sub_annual,GB,GBP,54.99,1.291251,2026-06-15,71.01,2026-06-15T17:48:22Z,2026-06-15T18:32:22Z
TXN-103995,ORD-503995,SALE,settled,adyen,8620000000000045,sub_annual,NL,EUR,59.99,1.085150,2026-06-15,65.10,2026-06-15T17:50:56Z,2026-06-15T18:17:56Z
TXN-103352,ORD-503352,SALE,settled,paypal_eu,F13UX0VGYVRMJE6FA,coach_addon,GB,GBP,4.49,1.291251,2026-06-15,5.80,2026-06-15T17:56:56Z,2026-06-15T18:58:56Z
TXN-101853,ORD-501853,SALE,settled,paypal_us,TQ3M90N9GF9YZFZPL,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T17:59:34Z,2026-06-15T18:57:34Z
TXN-105275,ORD-505275,SALE,settled,adyen,8620000000001325,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T18:00:16Z,2026-06-15T18:28:16Z
TXN-107549,ORD-507549,SALE,settled,google_play,,sub_quarterly,BR,BRL,89.90,0.185005,2026-06-15,16.63,2026-06-15T18:01:40Z,2026-06-15T19:07:40Z
TXN-103010,ORD-503010,SALE,settled,paypal_eu,EMKTBSDZF07ASD4R3,sub_monthly,ES,EUR,9.99,1.085150,2026-06-15,10.84,2026-06-15T18:03:15Z,2026-06-15T19:41:15Z
TXN-104070,ORD-504070,SALE,settled,adyen,8620000000000120,sub_quarterly,DE,EUR,24.99,1.085150,2026-06-15,27.12,2026-06-15T18:03:19Z,2026-06-15T18:26:19Z
TXN-101512,ORD-501512,SALE,settled,paypal_us,UQJCW27P2MD3XNCGQ,sub_annual,US,USD,59.99,1.000000,2026-06-15,59.99,2026-06-15T18:09:35Z,2026-06-15T18:41:35Z
TXN-106629,ORD-506629,SALE,declined,dlocal,DL-90000934,coach_addon,BR,BRL,16.90,0.185005,2026-06-15,3.13,2026-06-15T18:12:27Z,
TXN-107609,ORD-507609,SALE,settled,google_play,,sub_quarterly,GB,GBP,21.99,1.291251,2026-06-15,28.39,2026-06-15T18:12:55Z,2026-06-15T18:58:55Z
TXN-100896,ORD-500896,SALE,settled,paypal_us,VEPPSEJ671AW50ASG,sub_monthly,US,USD,9.99,1.000000,2026-06-15,9.99,2026-06-15T18:19:15Z,2026-06-15T19:22:15Z
