Earnings report for Lumo Wellness (merchant account: LumoPlayMain). All dates and times are in America/Los_Angeles.
Transaction Date,Transaction Time,Transaction Type,Product ID,Buyer Country,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
"Jun 11, 2026",01:12:15,Charge,sub_quarterly,MX,MXN,329.00,0.055311,USD,18.20
"Jun 11, 2026",01:12:15,Google fee,sub_quarterly,MX,MXN,-49.35,0.055311,USD,-2.73
"Jun 11, 2026",02:16:04,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 11, 2026",02:16:04,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 11, 2026",02:36:02,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 11, 2026",02:36:02,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 11, 2026",03:14:44,Charge,sub_annual,GB,GBP,54.99,1.290138,USD,70.94
"Jun 11, 2026",03:14:44,Google fee,sub_annual,GB,GBP,-8.25,1.290138,USD,-10.64
"Jun 11, 2026",03:56:07,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 11, 2026",03:56:07,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 11, 2026",06:15:24,Charge,sub_quarterly,GB,GBP,21.99,1.290138,USD,28.37
"Jun 11, 2026",06:15:24,Google fee,sub_quarterly,GB,GBP,-3.30,1.290138,USD,-4.26
"Jun 11, 2026",07:04:02,Charge,sub_annual,DE,EUR,59.99,1.087676,USD,65.25
"Jun 11, 2026",07:04:02,Google fee,sub_annual,DE,EUR,-9.00,1.087676,USD,-9.79
"Jun 11, 2026",07:37:57,Charge,coach_addon,GB,GBP,4.49,1.290138,USD,5.79
"Jun 11, 2026",07:37:57,Google fee,coach_addon,GB,GBP,-0.67,1.290138,USD,-0.87
"Jun 11, 2026",08:20:59,Charge,sub_quarterly,DE,EUR,24.99,1.087676,USD,27.18
"Jun 11, 2026",08:20:59,Google fee,sub_quarterly,DE,EUR,-3.75,1.087676,USD,-4.08
"Jun 11, 2026",09:02:28,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 11, 2026",09:02:28,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 11, 2026",09:07:02,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 11, 2026",09:07:02,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 11, 2026",10:03:15,Charge,sub_monthly,DE,EUR,9.99,1.087676,USD,10.87
"Jun 11, 2026",10:03:15,Google fee,sub_monthly,DE,EUR,-1.50,1.087676,USD,-1.63
"Jun 11, 2026",11:00:14,Charge,sub_monthly,GB,GBP,8.99,1.290138,USD,11.60
"Jun 11, 2026",11:00:14,Google fee,sub_monthly,GB,GBP,-1.35,1.290138,USD,-1.74
"Jun 11, 2026",11:02:21,Charge,sub_monthly,BR,BRL,34.90,0.185507,USD,6.47
"Jun 11, 2026",11:02:21,Google fee,sub_monthly,BR,BRL,-5.24,0.185507,USD,-0.97
"Jun 11, 2026",11:02:39,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 11, 2026",11:02:39,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 11, 2026",12:47:58,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 11, 2026",12:47:58,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 12, 2026",01:08:52,Charge,sub_annual,GB,GBP,54.99,1.293039,USD,71.10
"Jun 12, 2026",01:08:52,Google fee,sub_annual,GB,GBP,-8.25,1.293039,USD,-10.67
"Jun 12, 2026",01:11:29,Charge,sub_monthly,DE,EUR,9.99,1.087306,USD,10.86
"Jun 12, 2026",01:11:29,Google fee,sub_monthly,DE,EUR,-1.50,1.087306,USD,-1.63
"Jun 12, 2026",01:36:22,Charge,sub_quarterly,BR,BRL,89.90,0.184851,USD,16.62
"Jun 12, 2026",01:36:22,Google fee,sub_quarterly,BR,BRL,-13.49,0.184851,USD,-2.49
"Jun 12, 2026",01:59:16,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 12, 2026",01:59:16,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 12, 2026",02:15:09,Charge,sub_quarterly,DE,EUR,24.99,1.087306,USD,27.17
"Jun 12, 2026",02:15:09,Google fee,sub_quarterly,DE,EUR,-3.75,1.087306,USD,-4.08
"Jun 12, 2026",02:19:36,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 12, 2026",02:19:36,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 12, 2026",02:56:27,Charge refund,coach_addon,US,USD,-4.99,1,USD,-4.99
"Jun 12, 2026",03:40:49,Charge,coach_addon,BR,BRL,16.90,0.184851,USD,3.12
"Jun 12, 2026",03:40:49,Google fee,coach_addon,BR,BRL,-2.54,0.184851,USD,-0.47
"Jun 12, 2026",03:42:28,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 12, 2026",03:42:28,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 12, 2026",04:05:14,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 12, 2026",04:05:14,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 12, 2026",05:20:53,Charge,coach_addon,DE,EUR,4.99,1.087306,USD,5.43
"Jun 12, 2026",05:20:53,Google fee,coach_addon,DE,EUR,-0.75,1.087306,USD,-0.81
"Jun 12, 2026",06:25:56,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 12, 2026",06:25:56,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 12, 2026",07:33:48,Charge,sub_quarterly,DE,EUR,24.99,1.087306,USD,27.17
"Jun 12, 2026",07:33:48,Google fee,sub_quarterly,DE,EUR,-3.75,1.087306,USD,-4.08
"Jun 12, 2026",08:10:28,Charge,sub_monthly,GB,GBP,8.99,1.293039,USD,11.62
"Jun 12, 2026",08:10:28,Google fee,sub_monthly,GB,GBP,-1.35,1.293039,USD,-1.74
"Jun 12, 2026",08:27:21,Charge refund,sub_annual,DE,EUR,-59.99,1.087306,USD,-65.23
"Jun 12, 2026",08:38:03,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 12, 2026",08:38:03,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 12, 2026",08:46:50,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 12, 2026",08:46:50,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 12, 2026",08:52:45,Charge,sub_quarterly,BR,BRL,89.90,0.184851,USD,16.62
"Jun 12, 2026",08:52:45,Google fee,sub_quarterly,BR,BRL,-13.49,0.184851,USD,-2.49
"Jun 12, 2026",08:58:12,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 12, 2026",08:58:12,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 12, 2026",10:42:01,Charge,sub_monthly,DE,EUR,9.99,1.087306,USD,10.86
"Jun 12, 2026",10:42:01,Google fee,sub_monthly,DE,EUR,-1.50,1.087306,USD,-1.63
"Jun 12, 2026",11:03:16,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 12, 2026",11:03:16,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 12, 2026",11:07:35,Charge,sub_monthly,MX,MXN,129.00,0.055320,USD,7.14
"Jun 12, 2026",11:07:35,Google fee,sub_monthly,MX,MXN,-19.35,0.055320,USD,-1.07
"Jun 12, 2026",11:20:49,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 12, 2026",11:20:49,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 12, 2026",12:29:12,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 12, 2026",12:29:12,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 12, 2026",12:52:37,Charge,sub_monthly,MX,MXN,129.00,0.055320,USD,7.14
"Jun 12, 2026",12:52:37,Google fee,sub_monthly,MX,MXN,-19.35,0.055320,USD,-1.07
"Jun 13, 2026",01:08:44,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 13, 2026",01:08:44,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 13, 2026",01:10:56,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 13, 2026",01:10:56,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 13, 2026",01:37:54,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 13, 2026",01:37:54,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 13, 2026",01:56:55,Charge,sub_annual,DE,EUR,59.99,1.087306,USD,65.23
"Jun 13, 2026",01:56:55,Google fee,sub_annual,DE,EUR,-9.00,1.087306,USD,-9.78
"Jun 13, 2026",02:51:28,Charge,sub_annual,DE,EUR,59.99,1.087306,USD,65.23
"Jun 13, 2026",02:51:28,Google fee,sub_annual,DE,EUR,-9.00,1.087306,USD,-9.78
"Jun 13, 2026",03:25:35,Charge,sub_quarterly,DE,EUR,24.99,1.087306,USD,27.17
"Jun 13, 2026",03:25:35,Google fee,sub_quarterly,DE,EUR,-3.75,1.087306,USD,-4.08
"Jun 13, 2026",03:35:44,Charge,sub_monthly,DE,EUR,9.99,1.087306,USD,10.86
"Jun 13, 2026",03:35:44,Google fee,sub_monthly,DE,EUR,-1.50,1.087306,USD,-1.63
"Jun 13, 2026",04:35:49,Charge,sub_quarterly,MX,MXN,329.00,0.055320,USD,18.20
"Jun 13, 2026",04:35:49,Google fee,sub_quarterly,MX,MXN,-49.35,0.055320,USD,-2.73
"Jun 13, 2026",04:47:09,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 13, 2026",04:47:09,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 13, 2026",05:35:01,Charge,sub_monthly,MX,MXN,129.00,0.055320,USD,7.14
"Jun 13, 2026",05:35:01,Google fee,sub_monthly,MX,MXN,-19.35,0.055320,USD,-1.07
"Jun 13, 2026",06:12:09,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 13, 2026",06:12:09,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 13, 2026",06:33:42,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 13, 2026",06:33:42,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 13, 2026",06:38:40,Charge,coach_addon,GB,GBP,4.49,1.293039,USD,5.81
"Jun 13, 2026",06:38:40,Google fee,coach_addon,GB,GBP,-0.67,1.293039,USD,-0.87
"Jun 13, 2026",06:54:52,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 13, 2026",06:54:52,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 13, 2026",06:55:59,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 13, 2026",06:55:59,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 13, 2026",07:02:05,Charge,sub_annual,DE,EUR,59.99,1.087306,USD,65.23
"Jun 13, 2026",07:02:05,Google fee,sub_annual,DE,EUR,-9.00,1.087306,USD,-9.78
"Jun 13, 2026",07:15:53,Charge,sub_annual,DE,EUR,59.99,1.087306,USD,65.23
"Jun 13, 2026",07:15:53,Google fee,sub_annual,DE,EUR,-9.00,1.087306,USD,-9.78
"Jun 13, 2026",07:16:50,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 13, 2026",07:16:50,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 13, 2026",07:43:42,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 13, 2026",07:43:42,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 13, 2026",08:50:09,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 13, 2026",08:50:09,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 13, 2026",09:44:17,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 13, 2026",09:44:17,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 13, 2026",10:14:35,Charge,sub_annual,DE,EUR,59.99,1.087306,USD,65.23
"Jun 13, 2026",10:14:35,Google fee,sub_annual,DE,EUR,-9.00,1.087306,USD,-9.78
"Jun 13, 2026",10:42:50,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 13, 2026",10:42:50,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 13, 2026",11:21:54,Charge,sub_quarterly,BR,BRL,89.90,0.184851,USD,16.62
"Jun 13, 2026",11:21:54,Google fee,sub_quarterly,BR,BRL,-13.49,0.184851,USD,-2.49
"Jun 13, 2026",11:55:24,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 13, 2026",11:55:24,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 13, 2026",12:21:55,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 13, 2026",12:21:55,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 14, 2026",00:54:57,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 14, 2026",00:54:57,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 14, 2026",01:58:42,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 14, 2026",01:58:42,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 14, 2026",04:53:15,Charge,coach_addon,DE,EUR,4.99,1.087306,USD,5.43
"Jun 14, 2026",04:53:15,Google fee,coach_addon,DE,EUR,-0.75,1.087306,USD,-0.81
"Jun 14, 2026",05:23:29,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 14, 2026",05:23:29,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 14, 2026",06:01:42,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 14, 2026",06:01:42,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 14, 2026",06:24:57,Charge,sub_quarterly,DE,EUR,24.99,1.087306,USD,27.17
"Jun 14, 2026",06:24:57,Google fee,sub_quarterly,DE,EUR,-3.75,1.087306,USD,-4.08
"Jun 14, 2026",07:42:06,Charge,sub_monthly,BR,BRL,34.90,0.184851,USD,6.45
"Jun 14, 2026",07:42:06,Google fee,sub_monthly,BR,BRL,-5.24,0.184851,USD,-0.97
"Jun 14, 2026",07:42:56,Charge,sub_monthly,MX,MXN,129.00,0.055320,USD,7.14
"Jun 14, 2026",07:42:56,Google fee,sub_monthly,MX,MXN,-19.35,0.055320,USD,-1.07
"Jun 14, 2026",07:43:03,Charge,sub_quarterly,MX,MXN,329.00,0.055320,USD,18.20
"Jun 14, 2026",07:43:03,Google fee,sub_quarterly,MX,MXN,-49.35,0.055320,USD,-2.73
"Jun 14, 2026",07:48:54,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 14, 2026",07:48:54,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 14, 2026",08:54:04,Charge,sub_monthly,GB,GBP,8.99,1.293039,USD,11.62
"Jun 14, 2026",08:54:04,Google fee,sub_monthly,GB,GBP,-1.35,1.293039,USD,-1.74
"Jun 14, 2026",08:57:20,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 14, 2026",08:57:20,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 14, 2026",08:58:11,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 14, 2026",08:58:11,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 14, 2026",09:27:26,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 14, 2026",09:27:26,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 14, 2026",09:41:38,Charge,sub_monthly,GB,GBP,8.99,1.293039,USD,11.62
"Jun 14, 2026",09:41:38,Google fee,sub_monthly,GB,GBP,-1.35,1.293039,USD,-1.74
"Jun 14, 2026",10:04:20,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 14, 2026",10:04:20,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 14, 2026",11:39:23,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 14, 2026",11:39:23,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 14, 2026",12:02:47,Charge,sub_monthly,GB,GBP,8.99,1.293039,USD,11.62
"Jun 14, 2026",12:02:47,Google fee,sub_monthly,GB,GBP,-1.35,1.293039,USD,-1.74
"Jun 14, 2026",12:16:00,Charge,sub_monthly,GB,GBP,8.99,1.293039,USD,11.62
"Jun 14, 2026",12:16:00,Google fee,sub_monthly,GB,GBP,-1.35,1.293039,USD,-1.74
"Jun 14, 2026",12:31:38,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 14, 2026",12:31:38,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 14, 2026",13:16:12,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 14, 2026",13:16:12,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 15, 2026",02:03:26,Charge,sub_monthly,BR,BRL,34.90,0.185005,USD,6.46
"Jun 15, 2026",02:03:26,Google fee,sub_monthly,BR,BRL,-5.24,0.185005,USD,-0.97
"Jun 15, 2026",02:53:17,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 15, 2026",02:53:17,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 15, 2026",02:54:31,Charge,sub_annual,DE,EUR,59.99,1.085150,USD,65.10
"Jun 15, 2026",02:54:31,Google fee,sub_annual,DE,EUR,-9.00,1.085150,USD,-9.77
"Jun 15, 2026",03:17:13,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 15, 2026",03:17:13,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 15, 2026",03:18:43,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 15, 2026",03:18:43,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 15, 2026",04:27:22,Charge,sub_annual,DE,EUR,59.99,1.085150,USD,65.10
"Jun 15, 2026",04:27:22,Google fee,sub_annual,DE,EUR,-9.00,1.085150,USD,-9.77
"Jun 15, 2026",05:14:00,Charge,coach_addon,BR,BRL,16.90,0.185005,USD,3.13
"Jun 15, 2026",05:14:00,Google fee,coach_addon,BR,BRL,-2.54,0.185005,USD,-0.47
"Jun 15, 2026",05:36:49,Charge,sub_monthly,GB,GBP,8.99,1.291251,USD,11.61
"Jun 15, 2026",05:36:49,Google fee,sub_monthly,GB,GBP,-1.35,1.291251,USD,-1.74
"Jun 15, 2026",07:35:17,Charge,coach_addon,DE,EUR,4.99,1.085150,USD,5.41
"Jun 15, 2026",07:35:17,Google fee,coach_addon,DE,EUR,-0.75,1.085150,USD,-0.81
"Jun 15, 2026",07:39:55,Charge,sub_monthly,DE,EUR,9.99,1.085150,USD,10.84
"Jun 15, 2026",07:39:55,Google fee,sub_monthly,DE,EUR,-1.50,1.085150,USD,-1.63
"Jun 15, 2026",08:14:40,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 15, 2026",08:14:40,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 15, 2026",08:48:55,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 15, 2026",08:48:55,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 15, 2026",09:28:14,Charge,coach_addon,DE,EUR,4.99,1.085150,USD,5.41
"Jun 15, 2026",09:28:14,Google fee,coach_addon,DE,EUR,-0.75,1.085150,USD,-0.81
"Jun 15, 2026",09:30:23,Charge,sub_annual,BR,BRL,199.90,0.185005,USD,36.98
"Jun 15, 2026",09:30:23,Google fee,sub_annual,BR,BRL,-29.99,0.185005,USD,-5.55
"Jun 15, 2026",10:11:03,Charge refund,sub_monthly,DE,EUR,-9.99,1.085150,USD,-10.84
"Jun 15, 2026",10:28:30,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 15, 2026",10:28:30,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 15, 2026",11:13:45,Charge,sub_annual,GB,GBP,54.99,1.291251,USD,71.01
"Jun 15, 2026",11:13:45,Google fee,sub_annual,GB,GBP,-8.25,1.291251,USD,-10.65
"Jun 15, 2026",11:32:22,Charge,sub_annual,GB,GBP,54.99,1.291251,USD,71.01
"Jun 15, 2026",11:32:22,Google fee,sub_annual,GB,GBP,-8.25,1.291251,USD,-10.65
"Jun 15, 2026",11:45:51,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 15, 2026",11:45:51,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 15, 2026",11:53:25,Charge,sub_quarterly,GB,GBP,21.99,1.291251,USD,28.39
"Jun 15, 2026",11:53:25,Google fee,sub_quarterly,GB,GBP,-3.30,1.291251,USD,-4.26
"Jun 15, 2026",11:58:55,Charge,sub_quarterly,GB,GBP,21.99,1.291251,USD,28.39
"Jun 15, 2026",11:58:55,Google fee,sub_quarterly,GB,GBP,-3.30,1.291251,USD,-4.26
"Jun 15, 2026",11:59:41,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 15, 2026",11:59:41,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 15, 2026",12:07:40,Charge,sub_quarterly,BR,BRL,89.90,0.185005,USD,16.63
"Jun 15, 2026",12:07:40,Google fee,sub_quarterly,BR,BRL,-13.49,0.185005,USD,-2.49
"Jun 15, 2026",12:59:41,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 15, 2026",12:59:41,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 16, 2026",01:22:17,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 16, 2026",01:22:17,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 16, 2026",01:28:42,Charge,sub_quarterly,DE,EUR,24.99,1.086632,USD,27.15
"Jun 16, 2026",01:28:42,Google fee,sub_quarterly,DE,EUR,-3.75,1.086632,USD,-4.07
"Jun 16, 2026",01:46:01,Charge,sub_monthly,DE,EUR,9.99,1.086632,USD,10.86
"Jun 16, 2026",01:46:01,Google fee,sub_monthly,DE,EUR,-1.50,1.086632,USD,-1.63
"Jun 16, 2026",01:47:48,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 16, 2026",01:47:48,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 16, 2026",02:11:10,Charge,sub_quarterly,MX,MXN,329.00,0.055234,USD,18.17
"Jun 16, 2026",02:11:10,Google fee,sub_quarterly,MX,MXN,-49.35,0.055234,USD,-2.73
"Jun 16, 2026",02:47:17,Charge,sub_monthly,MX,MXN,129.00,0.055234,USD,7.13
"Jun 16, 2026",02:47:17,Google fee,sub_monthly,MX,MXN,-19.35,0.055234,USD,-1.07
"Jun 16, 2026",02:47:20,Charge,sub_monthly,DE,EUR,9.99,1.086632,USD,10.86
"Jun 16, 2026",02:47:20,Google fee,sub_monthly,DE,EUR,-1.50,1.086632,USD,-1.63
"Jun 16, 2026",03:14:13,Charge,coach_addon,BR,BRL,16.90,0.184674,USD,3.12
"Jun 16, 2026",03:14:13,Google fee,coach_addon,BR,BRL,-2.54,0.184674,USD,-0.47
"Jun 16, 2026",03:16:58,Charge,sub_quarterly,BR,BRL,89.90,0.184674,USD,16.60
"Jun 16, 2026",03:16:58,Google fee,sub_quarterly,BR,BRL,-13.49,0.184674,USD,-2.49
"Jun 16, 2026",03:22:23,Charge,sub_quarterly,BR,BRL,89.90,0.184674,USD,16.60
"Jun 16, 2026",03:22:23,Google fee,sub_quarterly,BR,BRL,-13.49,0.184674,USD,-2.49
"Jun 16, 2026",03:23:37,Charge,sub_quarterly,DE,EUR,24.99,1.086632,USD,27.15
"Jun 16, 2026",03:23:37,Google fee,sub_quarterly,DE,EUR,-3.75,1.086632,USD,-4.07
"Jun 16, 2026",03:34:38,Charge,sub_monthly,DE,EUR,9.99,1.086632,USD,10.86
"Jun 16, 2026",03:34:38,Google fee,sub_monthly,DE,EUR,-1.50,1.086632,USD,-1.63
"Jun 16, 2026",03:40:31,Charge,sub_quarterly,BR,BRL,89.90,0.184674,USD,16.60
"Jun 16, 2026",03:40:31,Google fee,sub_quarterly,BR,BRL,-13.49,0.184674,USD,-2.49
"Jun 16, 2026",03:45:03,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 16, 2026",03:45:03,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 16, 2026",04:05:44,Charge,sub_monthly,BR,BRL,34.90,0.184674,USD,6.45
"Jun 16, 2026",04:05:44,Google fee,sub_monthly,BR,BRL,-5.24,0.184674,USD,-0.97
"Jun 16, 2026",04:21:39,Charge,sub_monthly,DE,EUR,9.99,1.086632,USD,10.86
"Jun 16, 2026",04:21:39,Google fee,sub_monthly,DE,EUR,-1.50,1.086632,USD,-1.63
"Jun 16, 2026",04:26:36,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 16, 2026",04:26:36,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 16, 2026",05:22:54,Charge,sub_monthly,DE,EUR,9.99,1.086632,USD,10.86
"Jun 16, 2026",05:22:54,Google fee,sub_monthly,DE,EUR,-1.50,1.086632,USD,-1.63
"Jun 16, 2026",05:54:04,Charge,sub_monthly,DE,EUR,9.99,1.086632,USD,10.86
"Jun 16, 2026",05:54:04,Google fee,sub_monthly,DE,EUR,-1.50,1.086632,USD,-1.63
"Jun 16, 2026",06:01:59,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 16, 2026",06:01:59,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 16, 2026",09:07:46,Charge,sub_monthly,GB,GBP,8.99,1.289482,USD,11.59
"Jun 16, 2026",09:07:46,Google fee,sub_monthly,GB,GBP,-1.35,1.289482,USD,-1.74
"Jun 16, 2026",09:09:39,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 16, 2026",09:09:39,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 16, 2026",09:40:04,Charge,sub_annual,MX,MXN,799.00,0.055234,USD,44.13
"Jun 16, 2026",09:40:04,Google fee,sub_annual,MX,MXN,-119.85,0.055234,USD,-6.62
"Jun 16, 2026",11:19:48,Charge,sub_monthly,MX,MXN,129.00,0.055234,USD,7.13
"Jun 16, 2026",11:19:48,Google fee,sub_monthly,MX,MXN,-19.35,0.055234,USD,-1.07
"Jun 16, 2026",12:50:35,Charge,coach_addon,GB,GBP,4.49,1.289482,USD,5.79
"Jun 16, 2026",12:50:35,Google fee,coach_addon,GB,GBP,-0.67,1.289482,USD,-0.87
"Jun 17, 2026",01:10:29,Charge,sub_quarterly,BR,BRL,89.90,0.184753,USD,16.61
"Jun 17, 2026",01:10:29,Google fee,sub_quarterly,BR,BRL,-13.49,0.184753,USD,-2.49
"Jun 17, 2026",02:21:00,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
