Company Account,Merchant Account,Psp Reference,Merchant Reference,Record Type,Creation Date,TimeZone,Gross Currency,Gross Debit,Gross Credit,Commission,Markup,Net Currency,Net Debit,Net Credit,Batch Number
LumoGroup,LumoECOM_EU,8620000000001676,ORD-505626,Authorised,2026-06-15 18:30:33,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000048,ORD-503998,Settled,2026-06-15 18:36:31,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001676,ORD-505626,Settled,2026-06-15 18:38:33,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001405,ORD-505355,Settled,2026-06-15 18:46:39,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000171,ORD-504121,Settled,2026-06-15 18:57:38,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001612,ORD-505562,Authorised,2026-06-15 19:01:44,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001501,ORD-505451,Settled,2026-06-15 19:09:45,Europe/Amsterdam,GBP,,4.49,0.09,0.02,GBP,,4.38,25
LumoGroup,LumoECOM_EU,8620000000001338,ORD-505288,Authorised,2026-06-15 19:17:38,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000278,ORD-504228,Authorised,2026-06-15 19:18:29,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001612,ORD-505562,Settled,2026-06-15 19:19:44,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000000551,ORD-504501,Authorised,2026-06-15 19:20:45,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000045,ORD-503995,Authorised,2026-06-15 19:50:56,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001325,ORD-505275,Authorised,2026-06-15 20:00:16,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000120,ORD-504070,Authorised,2026-06-15 20:03:19,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000045,ORD-503995,Settled,2026-06-15 20:17:56,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000120,ORD-504070,Settled,2026-06-15 20:26:19,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoAPP_US,8620000000001325,ORD-505275,Settled,2026-06-15 20:28:16,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000278,ORD-504228,Settled,2026-06-15 20:29:29,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001338,ORD-505288,Settled,2026-06-15 20:31:38,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001606,ORD-505556,Authorised,2026-06-15 20:31:43,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000729,ORD-504679,Authorised,2026-06-15 20:34:45,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000268,ORD-504218,Authorised,2026-06-15 20:39:46,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000556,ORD-504506,Authorised,2026-06-15 20:40:21,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001413,ORD-505363,Refused,2026-06-15 20:57:09,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001116,ORD-505066,Authorised,2026-06-15 20:59:26,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000551,ORD-504501,Settled,2026-06-15 21:05:45,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001116,ORD-505066,Settled,2026-06-15 21:11:26,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000268,ORD-504218,Settled,2026-06-15 21:35:46,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001606,ORD-505556,Settled,2026-06-15 21:43:43,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000556,ORD-504506,Settled,2026-06-15 21:48:21,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000729,ORD-504679,Settled,2026-06-15 22:23:45,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000372,ORD-504322,Authorised,2026-06-16 09:10:46,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001316,ORD-505266,Authorised,2026-06-16 09:25:15,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001102,ORD-505052,Authorised,2026-06-16 09:29:51,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000131,ORD-504081,Authorised,2026-06-16 09:34:02,Europe/Amsterdam,GBP,,21.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001648,ORD-505598,Authorised,2026-06-16 09:37:17,Europe/Amsterdam,GBP,,21.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000302,ORD-504252,Authorised,2026-06-16 09:46:41,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000131,ORD-504081,Settled,2026-06-16 09:52:02,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,25
LumoGroup,LumoECOM_EU,8620000000000372,ORD-504322,Settled,2026-06-16 10:07:46,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000000831,ORD-504781,Authorised,2026-06-16 10:17:20,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000079,ORD-504029,Authorised,2026-06-16 10:19:42,Europe/Amsterdam,USD,,24.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001102,ORD-505052,Settled,2026-06-16 10:28:51,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001648,ORD-505598,Settled,2026-06-16 10:48:17,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,25
LumoGroup,LumoAPP_US,8620000000000079,ORD-504029,Settled,2026-06-16 10:50:42,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001257,ORD-505207,Authorised,2026-06-16 11:07:29,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001316,ORD-505266,Settled,2026-06-16 11:09:15,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000302,ORD-504252,Settled,2026-06-16 11:09:41,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001605,ORD-505555,Refused,2026-06-16 11:22:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000138,ORD-504088,Refused,2026-06-16 11:35:13,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001561,ORD-505511,Authorised,2026-06-16 11:35:50,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000831,ORD-504781,Settled,2026-06-16 11:41:20,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001529,ORD-505479,Authorised,2026-06-16 11:44:23,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001257,ORD-505207,Settled,2026-06-16 11:55:29,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001423,ORD-505373,Authorised,2026-06-16 12:01:14,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001561,ORD-505511,Settled,2026-06-16 12:10:50,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000725,ORD-504675,Authorised,2026-06-16 12:17:56,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001319,ORD-505269,Authorised,2026-06-16 12:19:26,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoAPP_US,8620000000000229,ORD-504179,Authorised,2026-06-16 12:23:54,Europe/Amsterdam,USD,,59.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000387,ORD-504337,Authorised,2026-06-16 12:29:03,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001423,ORD-505373,Settled,2026-06-16 12:33:14,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001330,ORD-505280,Authorised,2026-06-16 12:51:47,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000362,ORD-504312,Authorised,2026-06-16 12:54:12,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001691,ORD-505641,Authorised,2026-06-16 13:05:42,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001529,ORD-505479,Settled,2026-06-16 13:07:23,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000000229,ORD-504179,Settled,2026-06-16 13:12:54,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001521,ORD-505471,Authorised,2026-06-16 13:19:21,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001693,ORD-505643,Authorised,2026-06-16 13:22:34,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000725,ORD-504675,Settled,2026-06-16 13:25:56,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001691,ORD-505641,Settled,2026-06-16 13:39:42,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoAPP_US,8620000000001319,ORD-505269,Settled,2026-06-16 13:48:26,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001195,ORD-505145,Authorised,2026-06-16 13:54:53,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001133,ORD-505083,Authorised,2026-06-16 13:56:34,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000387,ORD-504337,Settled,2026-06-16 14:00:03,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000000281,ORD-504231,Authorised,2026-06-16 14:02:01,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001693,ORD-505643,Settled,2026-06-16 14:03:34,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001133,ORD-505083,Settled,2026-06-16 14:07:34,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000001455,ORD-505405,Authorised,2026-06-16 14:09:02,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000839,ORD-504789,Authorised,2026-06-16 14:09:30,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000362,ORD-504312,Settled,2026-06-16 14:11:12,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001542,ORD-505492,Authorised,2026-06-16 14:11:30,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000877,ORD-504827,Authorised,2026-06-16 14:26:00,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001330,ORD-505280,Settled,2026-06-16 14:26:47,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001521,ORD-505471,Settled,2026-06-16 14:27:21,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001459,ORD-505409,Authorised,2026-06-16 14:32:09,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001195,ORD-505145,Settled,2026-06-16 14:41:53,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000001455,ORD-505405,Settled,2026-06-16 14:43:02,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000677,ORD-504627,Authorised,2026-06-16 14:45:50,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001028,ORD-504978,Authorised,2026-06-16 14:58:00,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000839,ORD-504789,Settled,2026-06-16 15:21:30,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001459,ORD-505409,Settled,2026-06-16 15:31:09,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000281,ORD-504231,Settled,2026-06-16 15:34:01,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001119,ORD-505069,Authorised,2026-06-16 15:35:01,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001542,ORD-505492,Settled,2026-06-16 15:41:30,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001119,ORD-505069,Settled,2026-06-16 15:42:01,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001428,ORD-505378,Authorised,2026-06-16 15:45:30,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001028,ORD-504978,Settled,2026-06-16 15:52:00,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoAPP_US,8620000000001359,ORD-505309,Authorised,2026-06-16 15:53:12,Europe/Amsterdam,USD,,24.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000480,ORD-504430,Authorised,2026-06-16 15:53:41,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001428,ORD-505378,Settled,2026-06-16 15:59:30,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001794,ORD-507811,Authorised,2026-06-16 16:00:00,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000740,ORD-504690,Authorised,2026-06-16 16:06:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000677,ORD-504627,Settled,2026-06-16 16:11:50,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000877,ORD-504827,Settled,2026-06-16 16:12:00,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoECOM_EU,8620000000000480,ORD-504430,Settled,2026-06-16 16:17:41,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000176,ORD-504126,Authorised,2026-06-16 16:20:57,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001794,ORD-507811,Settled,2026-06-16 16:30:00,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000000207,ORD-504157,Authorised,2026-06-16 16:31:19,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000042,ORD-503992,Authorised,2026-06-16 16:41:41,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000740,ORD-504690,Settled,2026-06-16 16:54:44,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001475,ORD-505425,Authorised,2026-06-16 16:57:10,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001359,ORD-505309,Settled,2026-06-16 17:03:12,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001434,ORD-505384,Authorised,2026-06-16 17:17:49,Europe/Amsterdam,GBP,,54.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000042,ORD-503992,Settled,2026-06-16 17:22:41,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000000207,ORD-504157,Settled,2026-06-16 17:24:19,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000568,ORD-504518,Authorised,2026-06-16 17:38:22,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001594,ORD-505544,Authorised,2026-06-16 17:40:01,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001081,ORD-505031,Refused,2026-06-16 18:00:40,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000117,ORD-504067,Authorised,2026-06-16 18:03:59,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001373,ORD-505323,Authorised,2026-06-16 18:05:32,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000176,ORD-504126,Settled,2026-06-16 18:07:57,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001475,ORD-505425,Settled,2026-06-16 18:10:10,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000568,ORD-504518,Settled,2026-06-16 18:16:22,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001434,ORD-505384,Settled,2026-06-16 18:23:49,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,25
LumoGroup,LumoECOM_EU,8620000000001387,ORD-505337,Authorised,2026-06-16 18:26:15,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000065,ORD-504015,Refunded,2026-06-16 18:38:36,Europe/Amsterdam,USD,9.99,,,,USD,9.99,,25
LumoGroup,LumoECOM_EU,8620000000000209,ORD-504159,Authorised,2026-06-16 18:40:19,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000117,ORD-504067,Settled,2026-06-16 18:42:59,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001373,ORD-505323,Settled,2026-06-16 18:58:32,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001594,ORD-505544,Settled,2026-06-16 19:02:01,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001387,ORD-505337,Settled,2026-06-16 19:05:15,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000455,ORD-504405,Authorised,2026-06-16 19:12:13,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoAPP_US,8620000000001678,ORD-505628,Authorised,2026-06-16 19:14:00,Europe/Amsterdam,USD,,4.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001069,ORD-505019,Authorised,2026-06-16 19:28:22,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001104,ORD-505054,Authorised,2026-06-16 19:28:22,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000536,ORD-504486,Refused,2026-06-16 19:35:51,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000005,ORD-503955,Authorised,2026-06-16 19:38:52,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001678,ORD-505628,Settled,2026-06-16 19:49:00,Europe/Amsterdam,USD,,4.99,0.09,0.03,USD,,4.87,25
LumoGroup,LumoECOM_EU,8620000000000209,ORD-504159,Settled,2026-06-16 19:56:19,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001031,ORD-504981,Authorised,2026-06-16 19:56:23,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000005,ORD-503955,Settled,2026-06-16 20:03:52,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoECOM_EU,8620000000001433,ORD-505383,Authorised,2026-06-16 20:06:17,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000980,ORD-504930,Refused,2026-06-16 20:08:43,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000602,ORD-504552,Authorised,2026-06-16 20:17:28,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001104,ORD-505054,Settled,2026-06-16 20:23:22,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001069,ORD-505019,Settled,2026-06-16 20:30:22,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoECOM_EU,8620000000000737,ORD-504687,Authorised,2026-06-16 20:44:11,Europe/Amsterdam,GBP,,4.49,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001183,ORD-505133,Authorised,2026-06-16 20:54:12,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000455,ORD-504405,Settled,2026-06-16 20:57:13,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001235,ORD-505185,Authorised,2026-06-16 20:59:20,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001433,ORD-505383,Settled,2026-06-16 21:04:17,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001183,ORD-505133,Settled,2026-06-16 21:06:12,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001031,ORD-504981,Settled,2026-06-16 21:24:23,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000602,ORD-504552,Settled,2026-06-16 21:42:28,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000737,ORD-504687,Settled,2026-06-16 22:20:11,Europe/Amsterdam,GBP,,4.49,0.09,0.02,GBP,,4.38,25
LumoGroup,LumoECOM_EU,8620000000001235,ORD-505185,Settled,2026-06-16 22:47:20,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000832,ORD-504782,Authorised,2026-06-17 09:05:56,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000337,ORD-504287,Authorised,2026-06-17 09:11:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001207,ORD-505157,Refused,2026-06-17 09:24:08,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001451,ORD-505401,Authorised,2026-06-17 09:25:39,Europe/Amsterdam,USD,,24.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000832,ORD-504782,Settled,2026-06-17 09:28:56,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001578,ORD-505528,Authorised,2026-06-17 09:47:46,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000337,ORD-504287,Settled,2026-06-17 09:52:40,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000595,ORD-504545,Authorised,2026-06-17 10:09:26,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001451,ORD-505401,Settled,2026-06-17 10:18:39,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001562,ORD-505512,Authorised,2026-06-17 10:21:13,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000715,ORD-504665,Authorised,2026-06-17 10:26:14,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001496,ORD-505446,Authorised,2026-06-17 10:37:58,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001496,ORD-505446,Settled,2026-06-17 10:49:58,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
