transaction_id,invoice_id,transaction_type,status,created_at_utc,country,currency,currency_exponent,local_amount,fx_rate,usd_amount,fee_usd
DL-90000449,ORD-506144,PAYMENT,PAID,2026-06-11 11:36:25,CO,COP,2,2990000,4048.5830,7.39,0.33
DL-90000143,ORD-505838,PAYMENT,PAID,2026-06-11 11:42:30,MX,MXN,2,12900,18.0796,7.14,0.32
DL-90000110,ORD-505805,PAYMENT,PAID,2026-06-11 11:58:30,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000658,ORD-506353,PAYMENT,PAID,2026-06-11 12:16:12,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000667,ORD-506362,PAYMENT,PAID,2026-06-11 12:39:50,MX,MXN,2,79900,18.0796,44.19,1.99
DL-90001161,ORD-506856,PAYMENT,PAID,2026-06-11 12:42:33,CL,CLP,0,6990,938.0863,7.45,0.34
DL-90001218,ORD-506913,PAYMENT,REJECTED,2026-06-11 12:43:51,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90001141,ORD-506836,PAYMENT,PAID,2026-06-11 12:52:38,BR,BRL,2,8990,5.3906,16.68,0.75
DL-90000336,ORD-506031,PAYMENT,PAID,2026-06-11 13:12:44,CL,CLP,0,17990,938.0863,19.18,0.86
DL-90001057,ORD-506752,PAYMENT,PAID,2026-06-11 13:15:27,BR,BRL,2,8990,5.3906,16.68,0.75
DL-90001171,ORD-506866,PAYMENT,PAID,2026-06-11 13:24:25,CL,CLP,0,17990,938.0863,19.18,0.86
DL-90001055,ORD-506750,PAYMENT,REJECTED,2026-06-11 13:40:32,MX,MXN,2,12900,18.0796,7.14,0.32
DL-90000033,ORD-505728,PAYMENT,PAID,2026-06-11 13:43:10,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000846,ORD-506541,PAYMENT,PAID,2026-06-11 14:00:03,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90001206,ORD-506901,PAYMENT,PAID,2026-06-11 14:16:18,BR,BRL,2,19990,5.3906,37.08,1.67
DL-90000998,ORD-506693,PAYMENT,PAID,2026-06-11 14:53:37,MX,MXN,2,32900,18.0796,18.20,0.82
DL-90001181,ORD-506876,PAYMENT,PAID,2026-06-11 15:02:09,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90001130,ORD-506825,PAYMENT,PAID,2026-06-11 15:02:24,BR,BRL,2,8990,5.3906,16.68,0.75
DL-90000668,ORD-506363,PAYMENT,PAID,2026-06-11 15:17:42,BR,BRL,2,19990,5.3906,37.08,1.67
DL-90001224,ORD-506919,PAYMENT,PAID,2026-06-11 15:22:40,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000202,ORD-505897,PAYMENT,PAID,2026-06-11 15:33:22,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000448,ORD-506143,PAYMENT,PAID,2026-06-11 15:34:52,MX,MXN,2,5900,18.0796,3.26,0.15
DL-90000705,ORD-506400,PAYMENT,PAID,2026-06-11 15:35:36,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000088,ORD-505783,PAYMENT,PAID,2026-06-11 15:58:56,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90001175,ORD-506870,PAYMENT,PAID,2026-06-11 16:00:30,AR,ARS,2,259900,1194.7431,2.18,0.10
DL-90000131,ORD-505826,PAYMENT,PAID,2026-06-11 16:03:17,MX,MXN,2,79900,18.0796,44.19,1.99
DL-90000220,ORD-505915,PAYMENT,PAID,2026-06-11 16:16:35,MX,MXN,2,12900,18.0796,7.14,0.32
DL-90000090,ORD-505785,PAYMENT,PAID,2026-06-11 16:40:23,CO,COP,2,2990000,4048.5830,7.39,0.33
DL-90001223,ORD-506918,PAYMENT,PAID,2026-06-11 16:41:26,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000914,ORD-506609,PAYMENT,PAID,2026-06-11 16:55:31,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000687,ORD-506382,PAYMENT,PAID,2026-06-11 17:05:51,BR,BRL,2,19990,5.3906,37.08,1.67
DL-90000817,ORD-506512,PAYMENT,PAID,2026-06-11 17:52:21,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000224,ORD-505919,PAYMENT,PAID,2026-06-11 18:18:13,BR,BRL,2,8990,5.3906,16.68,0.75
DL-90001018,ORD-506713,PAYMENT,PAID,2026-06-11 18:23:55,MX,MXN,2,32900,18.0796,18.20,0.82
DL-90000501,ORD-506196,PAYMENT,REJECTED,2026-06-11 18:44:21,CO,COP,2,19990000,4048.5830,49.38,2.22
DL-90000578,ORD-506273,PAYMENT,PAID,2026-06-11 18:47:56,AR,ARS,2,599900,1194.7431,5.02,0.23
DL-90000235,ORD-505930,PAYMENT,PAID,2026-06-11 19:47:44,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90001014,ORD-506709,PAYMENT,PAID,2026-06-11 19:59:17,AR,ARS,2,259900,1194.7431,2.18,0.10
DL-90000007,ORD-505702,PAYMENT,PAID,2026-06-12 07:32:52,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90000075,ORD-505770,PAYMENT,PAID,2026-06-12 08:12:24,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000114,ORD-505809,PAYMENT,PAID,2026-06-12 08:41:21,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000084,ORD-505779,PAYMENT,PAID,2026-06-12 09:03:24,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000443,ORD-506138,PAYMENT,PAID,2026-06-12 09:04:46,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90000039,ORD-505734,PAYMENT,PAID,2026-06-12 09:13:37,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000148,ORD-505843,PAYMENT,PAID,2026-06-12 09:33:48,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000772,ORD-506467,PAYMENT,PAID,2026-06-12 09:48:25,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000662,ORD-506357,PAYMENT,PAID,2026-06-12 09:51:42,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90000370,ORD-506065,PAYMENT,PAID,2026-06-12 10:18:32,AR,ARS,2,259900,1197.6048,2.17,0.10
DL-90000490,ORD-506185,PAYMENT,PAID,2026-06-12 11:04:19,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000381,ORD-506076,PAYMENT,PAID,2026-06-12 11:43:29,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000198,ORD-505893,PAYMENT,PAID,2026-06-12 11:46:17,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000362,ORD-506057,PAYMENT,PAID,2026-06-12 12:20:15,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000489,ORD-506184,PAYMENT,PAID,2026-06-12 12:59:39,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000680,ORD-506375,PAYMENT,PAID,2026-06-12 12:59:46,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000596,ORD-506291,PAYMENT,PAID,2026-06-12 13:20:53,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000514,ORD-506209,PAYMENT,PAID,2026-06-12 13:32:49,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90001083,ORD-506778,PAYMENT,PAID,2026-06-12 13:52:31,MX,MXN,2,32900,18.0766,18.20,0.82
DL-90000591,ORD-506286,PAYMENT,PAID,2026-06-12 14:09:53,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90001068,ORD-506763,PAYMENT,PAID,2026-06-12 14:51:46,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000086,ORD-505781,PAYMENT,PAID,2026-06-12 14:58:11,CL,CLP,0,17990,938.9671,19.16,0.86
DL-90000324,ORD-506019,PAYMENT,PAID,2026-06-12 15:11:55,MX,MXN,2,79900,18.0766,44.20,1.99
DL-90000637,ORD-506332,PAYMENT,PAID,2026-06-12 15:39:15,MX,MXN,2,5900,18.0766,3.26,0.15
DL-90000367,ORD-506062,PAYMENT,PAID,2026-06-12 15:52:38,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000580,ORD-506275,PAYMENT,PAID,2026-06-12 16:08:50,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000342,ORD-506037,PAYMENT,PAID,2026-06-12 16:57:14,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90000962,ORD-506657,PAYMENT,PAID,2026-06-12 17:06:46,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90001204,ORD-506899,PAYMENT,PAID,2026-06-12 17:07:40,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000077,ORD-505772,PAYMENT,PAID,2026-06-12 17:14:25,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90001047,ORD-506742,PAYMENT,PAID,2026-06-12 17:19:50,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000748,ORD-506443,PAYMENT,PAID,2026-06-12 17:32:11,CL,CLP,0,17990,938.9671,19.16,0.86
DL-90000829,ORD-506524,PAYMENT,PAID,2026-06-12 17:36:54,AR,ARS,2,3999900,1197.6048,33.40,1.50
DL-90000976,ORD-506671,PAYMENT,PAID,2026-06-12 17:44:06,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000577,ORD-506272,PAYMENT,PAID,2026-06-12 18:22:07,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000684,ORD-506379,PAYMENT,PAID,2026-06-12 18:26:56,MX,MXN,2,32900,18.0766,18.20,0.82
DL-90000948,ORD-506643,PAYMENT,PAID,2026-06-12 18:33:47,MX,MXN,2,32900,18.0766,18.20,0.82
DL-90000193,ORD-505888,PAYMENT,PAID,2026-06-12 18:36:28,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90001193,ORD-506888,PAYMENT,PAID,2026-06-12 18:38:53,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000964,ORD-506659,PAYMENT,REJECTED,2026-06-12 18:39:33,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90000334,ORD-506029,PAYMENT,PAID,2026-06-12 18:56:17,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000689,ORD-506384,PAYMENT,PAID,2026-06-12 19:10:46,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000135,ORD-505830,PAYMENT,PAID,2026-06-12 19:22:25,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000423,ORD-506118,PAYMENT,PAID,2026-06-12 20:07:46,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000444,ORD-506139,PAYMENT,PAID,2026-06-12 20:34:52,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90000315,ORD-506010,PAYMENT,PAID,2026-06-13 07:18:52,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90001296,ORD-506209,REFUND,REFUNDED,2026-06-13 08:26:49,BR,BRL,2,19990,5.4098,36.95,0.00
DL-90000532,ORD-506227,PAYMENT,PAID,2026-06-13 08:32:59,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90001240,ORD-506935,PAYMENT,REJECTED,2026-06-13 08:40:54,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000602,ORD-506297,PAYMENT,PAID,2026-06-13 09:01:03,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000070,ORD-505765,PAYMENT,PAID,2026-06-13 09:25:10,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90000587,ORD-506282,PAYMENT,PAID,2026-06-13 09:27:29,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90001065,ORD-506760,PAYMENT,PAID,2026-06-13 10:09:10,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000640,ORD-506335,PAYMENT,PAID,2026-06-13 10:09:49,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90001250,ORD-506945,PAYMENT,PAID,2026-06-13 10:19:16,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000902,ORD-506597,PAYMENT,PAID,2026-06-13 10:39:13,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000919,ORD-506614,PAYMENT,PAID,2026-06-13 11:18:14,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90000926,ORD-506621,PAYMENT,PAID,2026-06-13 11:34:48,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000186,ORD-505881,PAYMENT,PAID,2026-06-13 11:37:38,CO,COP,2,1290000,4065.0407,3.17,0.14
DL-90000357,ORD-506052,PAYMENT,PAID,2026-06-13 12:54:23,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000147,ORD-505842,PAYMENT,PAID,2026-06-13 13:19:02,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001170,ORD-506865,PAYMENT,PAID,2026-06-13 13:22:05,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000243,ORD-505938,PAYMENT,PAID,2026-06-13 13:45:34,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90000481,ORD-506176,PAYMENT,PAID,2026-06-13 14:15:41,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90000605,ORD-506300,PAYMENT,PAID,2026-06-13 14:18:53,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000072,ORD-505767,PAYMENT,PAID,2026-06-13 14:55:44,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000183,ORD-505878,PAYMENT,PAID,2026-06-13 14:58:17,MX,MXN,2,5900,18.0766,3.26,0.15
DL-90001156,ORD-506851,PAYMENT,PAID,2026-06-13 15:27:00,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000439,ORD-506134,PAYMENT,PAID,2026-06-13 16:14:25,AR,ARS,2,1599900,1197.6048,13.36,0.60
DL-90000146,ORD-505841,PAYMENT,PAID,2026-06-13 16:26:09,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000782,ORD-506477,PAYMENT,REJECTED,2026-06-13 16:38:27,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90001198,ORD-506893,PAYMENT,REJECTED,2026-06-13 17:10:31,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000721,ORD-506416,PAYMENT,PAID,2026-06-13 17:15:27,CO,COP,2,19990000,4065.0407,49.18,2.21
DL-90000012,ORD-505707,PAYMENT,PAID,2026-06-13 17:28:18,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001088,ORD-506783,PAYMENT,PAID,2026-06-13 17:29:27,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90000796,ORD-506491,PAYMENT,PAID,2026-06-13 17:38:51,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90001056,ORD-506751,PAYMENT,REJECTED,2026-06-13 17:42:56,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000440,ORD-506135,PAYMENT,PAID,2026-06-13 18:03:41,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90001129,ORD-506824,PAYMENT,PAID,2026-06-13 18:34:52,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000526,ORD-506221,PAYMENT,PAID,2026-06-13 18:38:29,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90000406,ORD-506101,PAYMENT,PAID,2026-06-13 18:42:25,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000366,ORD-506061,PAYMENT,PAID,2026-06-13 18:55:13,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000552,ORD-506247,PAYMENT,PAID,2026-06-13 19:00:12,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90001051,ORD-506746,PAYMENT,PAID,2026-06-13 19:05:34,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001235,ORD-506930,PAYMENT,PAID,2026-06-13 19:17:49,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90000767,ORD-506462,PAYMENT,PAID,2026-06-13 19:27:02,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90001205,ORD-506900,PAYMENT,PAID,2026-06-13 20:08:55,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000304,ORD-505999,PAYMENT,PAID,2026-06-14 07:46:13,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000507,ORD-506202,PAYMENT,PAID,2026-06-14 08:15:46,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000581,ORD-506276,PAYMENT,PAID,2026-06-14 08:18:46,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000010,ORD-505705,PAYMENT,PAID,2026-06-14 08:55:34,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90000265,ORD-505960,PAYMENT,PAID,2026-06-14 08:55:45,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90001216,ORD-506911,PAYMENT,PAID,2026-06-14 09:18:00,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90001292,ORD-506012,REFUND,REFUNDED,2026-06-14 09:24:46,BR,BRL,2,19990,5.4098,36.95,0.00
DL-90001145,ORD-506840,PAYMENT,PAID,2026-06-14 09:25:53,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000836,ORD-506531,PAYMENT,REJECTED,2026-06-14 09:49:04,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000167,ORD-505862,PAYMENT,PAID,2026-06-14 10:01:20,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000244,ORD-505939,PAYMENT,PAID,2026-06-14 10:15:31,CL,CLP,0,6990,938.9671,7.44,0.33
DL-90000965,ORD-506660,PAYMENT,PAID,2026-06-14 10:31:22,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000206,ORD-505901,PAYMENT,PAID,2026-06-14 10:39:32,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001168,ORD-506863,PAYMENT,PAID,2026-06-14 10:42:33,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90000122,ORD-505817,PAYMENT,PAID,2026-06-14 11:10:19,AR,ARS,2,3999900,1197.6048,33.40,1.50
DL-90000089,ORD-505784,PAYMENT,PAID,2026-06-14 12:39:32,AR,ARS,2,599900,1197.6048,5.01,0.23
DL-90000179,ORD-505874,PAYMENT,PAID,2026-06-14 13:03:12,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000823,ORD-506518,PAYMENT,PAID,2026-06-14 13:20:38,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000839,ORD-506534,PAYMENT,REJECTED,2026-06-14 13:37:50,BR,BRL,2,1690,5.4098,3.12,0.14
DL-90000988,ORD-506683,PAYMENT,PAID,2026-06-14 13:45:03,MX,MXN,2,12900,18.0766,7.14,0.32
DL-90000087,ORD-505782,PAYMENT,PAID,2026-06-14 13:47:43,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001071,ORD-506766,PAYMENT,PAID,2026-06-14 13:50:02,CO,COP,2,1290000,4065.0407,3.17,0.14
DL-90000533,ORD-506228,PAYMENT,PAID,2026-06-14 14:14:38,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000441,ORD-506136,PAYMENT,PAID,2026-06-14 14:19:25,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90001288,ORD-505864,REFUND,REFUNDED,2026-06-14 14:35:55,BR,BRL,2,1745,5.4098,3.23,0.00
DL-90000837,ORD-506532,PAYMENT,PAID,2026-06-14 14:39:41,CL,CLP,0,3990,938.9671,4.25,0.19
DL-90000355,ORD-506050,PAYMENT,PAID,2026-06-14 14:47:00,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001239,ORD-506934,PAYMENT,PAID,2026-06-14 14:57:40,MX,MXN,2,5900,18.0766,3.26,0.15
DL-90000251,ORD-505946,PAYMENT,PAID,2026-06-14 15:43:52,CO,COP,2,19990000,4065.0407,49.18,2.21
DL-90000081,ORD-505776,PAYMENT,PAID,2026-06-14 15:46:45,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000302,ORD-505997,PAYMENT,PAID,2026-06-14 16:05:25,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90001310,ORD-507787,PAYMENT,IN_MEDIATION,2026-06-14 16:16:00,BR,BRL,2,3490,5.4098,6.45,0.29
DL-90000327,ORD-506022,PAYMENT,REJECTED,2026-06-14 17:16:00,CL,CLP,0,17990,938.9671,19.16,0.86
DL-90000663,ORD-506358,PAYMENT,REJECTED,2026-06-14 17:28:58,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000291,ORD-505986,PAYMENT,PAID,2026-06-14 17:34:44,MX,MXN,2,32900,18.0766,18.20,0.82
DL-90000123,ORD-505818,PAYMENT,PAID,2026-06-14 18:18:27,BR,BRL,2,19990,5.4098,36.95,1.66
DL-90000281,ORD-505976,PAYMENT,PAID,2026-06-14 18:58:24,MX,MXN,2,32900,18.0766,18.20,0.82
DL-90001099,ORD-506794,PAYMENT,PAID,2026-06-14 19:44:35,BR,BRL,2,8990,5.4098,16.62,0.75
DL-90000101,ORD-505796,PAYMENT,PAID,2026-06-15 07:16:19,CO,COP,2,2990000,4081.6327,7.33,0.33
DL-90000493,ORD-506188,PAYMENT,PAID,2026-06-15 07:18:38,BR,BRL,2,3490,5.4053,6.46,0.29
DL-90000071,ORD-505766,PAYMENT,PAID,2026-06-15 07:39:22,MX,MXN,2,32900,18.1261,18.15,0.82
DL-90000343,ORD-506038,PAYMENT,PAID,2026-06-15 08:43:13,MX,MXN,2,12900,18.1261,7.12,0.32
DL-90000545,ORD-506240,PAYMENT,REJECTED,2026-06-15 09:46:13,BR,BRL,2,3490,5.4053,6.46,0.29
DL-90000619,ORD-506314,PAYMENT,PAID,2026-06-15 10:13:27,AR,ARS,2,3999900,1194.7431,33.48,1.51
DL-90000903,ORD-506598,PAYMENT,PAID,2026-06-15 10:16:10,MX,MXN,2,12900,18.1261,7.12,0.32
DL-90001113,ORD-506808,PAYMENT,PAID,2026-06-15 10:27:43,BR,BRL,2,8990,5.4053,16.63,0.75
DL-90000201,ORD-505896,PAYMENT,PAID,2026-06-15 11:05:36,BR,BRL,2,3490,5.4053,6.46,0.29
DL-90000904,ORD-506599,PAYMENT,PAID,2026-06-15 11:34:34,CO,COP,2,2990000,4081.6327,7.33,0.33
DL-90001312,ORD-507790,PAYMENT,PAID,2026-06-15 11:49:00,MX,MXN,2,79900,18.1261,44.08,1.98
DL-90001118,ORD-506813,PAYMENT,REJECTED,2026-06-15 12:25:54,CL,CLP,0,44990,942.5071,47.73,2.15
DL-90000529,ORD-506224,PAYMENT,PAID,2026-06-15 12:41:52,MX,MXN,2,12900,18.1261,7.12,0.32
DL-90000349,ORD-506044,PAYMENT,PAID,2026-06-15 12:52:31,CL,CLP,0,6990,942.5071,7.42,0.33
DL-90000185,ORD-505880,PAYMENT,PAID,2026-06-15 13:05:42,MX,MXN,2,12900,18.1261,7.12,0.32
DL-90001092,ORD-506787,PAYMENT,PAID,2026-06-15 13:07:22,CO,COP,2,7990000,4081.6327,19.58,0.88
DL-90000568,ORD-506263,PAYMENT,PAID,2026-06-15 13:16:46,CO,COP,2,2990000,4081.6327,7.33,0.33
DL-90000616,ORD-506311,PAYMENT,PAID,2026-06-15 13:51:59,CO,COP,2,7990000,4081.6327,19.58,0.88
DL-90000525,ORD-506220,PAYMENT,PAID,2026-06-15 13:57:16,BR,BRL,2,3490,5.4053,6.46,0.29
DL-90000212,ORD-505907,PAYMENT,PAID,2026-06-15 14:18:30,AR,ARS,2,3999900,1194.7431,33.48,1.51
DL-90000419,ORD-506114,PAYMENT,PAID,2026-06-15 14:32:23,BR,BRL,2,1690,5.4053,3.13,0.14
DL-90000910,ORD-506605,PAYMENT,PAID,2026-06-15 14:39:00,CL,CLP,0,6990,942.5071,7.42,0.33
DL-90000300,ORD-505995,PAYMENT,PAID,2026-06-15 15:04:20,BR,BRL,2,3490,5.4053,6.46,0.29
DL-90000339,ORD-506034,PAYMENT,PAID,2026-06-15 15:24:41,MX,MXN,2,32900,18.1261,18.15,0.82
DL-90000096,ORD-505791,PAYMENT,PAID,2026-06-15 15:29:09,MX,MXN,2,32900,18.1261,18.15,0.82
DL-90000930,ORD-506625,PAYMENT,REJECTED,2026-06-15 16:17:08,BR,BRL,2,1690,5.4053,3.13,0.14
DL-90000344,ORD-506039,PAYMENT,PAID,2026-06-15 17:53:08,BR,BRL,2,8990,5.4053,16.63,0.75
DL-90000934,ORD-506629,PAYMENT,REJECTED,2026-06-15 18:12:27,BR,BRL,2,1690,5.4053,3.13,0.14
DL-90000613,ORD-506308,PAYMENT,PAID,2026-06-15 18:34:20,BR,BRL,2,1690,5.4053,3.13,0.14
DL-90001002,ORD-506697,PAYMENT,PAID,2026-06-15 18:39:05,CL,CLP,0,6990,942.5071,7.42,0.33
DL-90000766,ORD-506461,PAYMENT,PAID,2026-06-15 19:25:10,MX,MXN,2,5900,18.1261,3.25,0.15
DL-90000100,ORD-505795,PAYMENT,PAID,2026-06-15 20:24:53,BR,BRL,2,1690,5.4053,3.13,0.14
DL-90000241,ORD-505936,PAYMENT,PAID,2026-06-16 07:45:53,BR,BRL,2,8990,5.4149,16.60,0.75
DL-90000694,ORD-506389,PAYMENT,PAID,2026-06-16 08:24:58,BR,BRL,2,3490,5.4149,6.45,0.29
DL-90001109,ORD-506804,PAYMENT,PAID,2026-06-16 08:36:07,AR,ARS,2,1599900,1196.1722,13.38,0.60
DL-90001238,ORD-506933,PAYMENT,PAID,2026-06-16 08:42:41,BR,BRL,2,3490,5.4149,6.45,0.29
DL-90000537,ORD-506232,PAYMENT,PAID,2026-06-16 08:50:20,AR,ARS,2,259900,1196.1722,2.17,0.10
DL-90000558,ORD-506253,PAYMENT,PAID,2026-06-16 09:06:43,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000708,ORD-506403,PAYMENT,PAID,2026-06-16 09:15:57,CL,CLP,0,6990,944.2871,7.40,0.33
DL-90000888,ORD-506583,PAYMENT,REJECTED,2026-06-16 09:23:24,MX,MXN,2,12900,18.1048,7.13,0.32
DL-90000019,ORD-505714,PAYMENT,PAID,2026-06-16 09:35:41,CO,COP,2,7990000,4065.0407,19.66,0.88
DL-90000403,ORD-506098,PAYMENT,PAID,2026-06-16 10:24:52,MX,MXN,2,12900,18.1048,7.13,0.32
DL-90000562,ORD-506257,PAYMENT,PAID,2026-06-16 10:39:21,CO,COP,2,2990000,4065.0407,7.36,0.33
DL-90000298,ORD-505993,PAYMENT,PAID,2026-06-16 11:07:41,BR,BRL,2,8990,5.4149,16.60,0.75
DL-90000233,ORD-505928,PAYMENT,PAID,2026-06-16 11:30:24,BR,BRL,2,3490,5.4149,6.45,0.29
DL-90000649,ORD-506344,PAYMENT,PAID,2026-06-16 11:37:41,CL,CLP,0,6990,944.2871,7.40,0.33
DL-90000378,ORD-506073,PAYMENT,PAID,2026-06-16 11:46:14,CL,CLP,0,44990,944.2871,47.64,2.14
DL-90001043,ORD-506738,PAYMENT,PAID,2026-06-16 11:51:39,MX,MXN,2,79900,18.1048,44.13,1.99
DL-90000639,ORD-506334,PAYMENT,PAID,2026-06-16 12:14:44,MX,MXN,2,5900,18.1048,3.26,0.15
DL-90001039,ORD-506734,PAYMENT,PAID,2026-06-16 12:30:51,CL,CLP,0,17990,944.2871,19.05,0.86
DL-90001080,ORD-506775,PAYMENT,PAID,2026-06-16 12:30:54,BR,BRL,2,3490,5.4149,6.45,0.29
DL-90000908,ORD-506603,PAYMENT,PAID,2026-06-16 13:07:32,CL,CLP,0,6990,944.2871,7.40,0.33
DL-90000189,ORD-505884,PAYMENT,PAID,2026-06-16 13:38:48,BR,BRL,2,19990,5.4149,36.92,1.66
DL-90001100,ORD-506795,PAYMENT,PAID,2026-06-16 13:53:41,MX,MXN,2,32900,18.1048,18.17,0.82
DL-90000408,ORD-506103,PAYMENT,PAID,2026-06-16 13:55:02,BR,BRL,2,3490,5.4149,6.45,0.29
DL-90000925,ORD-506620,PAYMENT,PAID,2026-06-16 13:57:36,BR,BRL,2,3490,5.4149,6.45,0.29
